recall_number,category,confidence
F-0067-2021,Baby/Toddler Food,high
F-0067-2022,Snacks/Candy,high
F-0067-2023,Bakery,high
F-0067-2024,Prepared/Frozen,high
F-0067-2025,Snacks/Candy,medium
F-0068-2013,Dairy,high
F-0068-2014,Dairy,high
F-0068-2015,Dairy,high
F-0068-2016,Dairy,high
F-0068-2017,Bakery,high
F-0068-2018,Prepared/Frozen,medium
F-0068-2019,Plant Protein,medium
F-0068-2020,Produce,high
F-0068-2021,Baby/Toddler Food,high
F-0068-2022,Produce,medium
F-0068-2023,Bakery,high
F-0068-2024,Prepared/Frozen,high
F-0068-2025,Supplements,high
F-0069-2013,Dairy,high
F-0069-2014,Dairy,high
F-0069-2015,Dairy,medium
F-0069-2016,Dairy,high
F-0069-2017,Prepared/Frozen,medium
F-0069-2018,Prepared/Frozen,medium
F-0069-2019,Plant Protein,high
F-0069-2020,Supplements,high
F-0069-2021,Baby/Toddler Food,medium
F-0069-2023,Bakery,high
F-0069-2024,Prepared/Frozen,medium
F-0069-2025,Produce,high
F-0070-2013,Dairy,high
F-0070-2014,Dairy,high
F-0070-2015,Dairy,high
F-0070-2016,Dairy,high
F-0070-2017,Snacks/Candy,high
F-0070-2018,Prepared/Frozen,medium
F-0070-2019,Plant Protein,high
F-0070-2020,Supplements,high
F-0070-2021,Seafood,high
F-0070-2022,Spices/Condiments,high
F-0070-2023,Bakery,high
F-0070-2024,Prepared/Frozen,high
F-0070-2025,Beverages,medium
F-0071-2013,Dairy,high
F-0071-2014,Dairy,high
F-0071-2015,Dairy,high
F-0071-2016,Dairy,high
F-0071-2017,Snacks/Candy,high
F-0071-2018,Prepared/Frozen,medium
F-0071-2019,Plant Protein,high
F-0071-2020,Supplements,medium
F-0071-2021,Produce,high
F-0071-2022,Nuts/Seeds,high
F-0071-2023,Nuts/Seeds,high
F-0071-2024,Prepared/Frozen,medium
F-0071-2025,Spices/Condiments,high
F-0072-2013,Dairy,high
F-0072-2014,Dairy,high
F-0072-2015,Dairy,medium
F-0072-2016,Dairy,high
F-0072-2017,Snacks/Candy,high
F-0072-2018,Prepared/Frozen,medium
F-0072-2019,Plant Protein,high
F-0072-2020,Seafood,high
F-0072-2021,Snacks/Candy,high
F-0072-2022,Snacks/Candy,medium
F-0072-2023,Supplements,high
F-0072-2024,Prepared/Frozen,high
F-0072-2025,Prepared/Frozen,high
F-0073-2013,Dairy,high
F-0073-2014,Dairy,high
F-0073-2015,Dairy,medium
F-0073-2016,Dairy,high
F-0073-2017,Snacks/Candy,high
F-0073-2018,Seafood,high
F-0073-2019,Prepared/Frozen,high
F-0073-2020,Snacks/Candy,medium
F-0073-2022,Nuts/Seeds,high
F-0073-2023,Supplements,medium
F-0073-2024,Prepared/Frozen,medium
F-0073-2025,Produce,medium
F-0074-2013,Dairy,high
F-0074-2014,Dairy,high
F-0074-2015,Dairy,medium
F-0074-2016,Dairy,high
F-0074-2017,Snacks/Candy,high
F-0074-2018,Seafood,high
F-0074-2019,Prepared/Frozen,medium
F-0074-2020,Snacks/Candy,high
F-0074-2021,Snacks/Candy,high
F-0074-2022,Nuts/Seeds,high
F-0074-2023,Seafood,high
F-0074-2024,Prepared/Frozen,high
F-0074-2025,Produce,medium
F-0075-2013,Dairy,high
F-0075-2014,Dairy,high
F-0075-2015,Dairy,low
F-0075-2016,Dairy,high
F-0075-2017,Snacks/Candy,high
F-0075-2018,Seafood,medium
F-0075-2019,Bakery,medium
F-0075-2020,Bakery,high
F-0075-2022,Produce,high
F-0075-2023,Seafood,high
F-0075-2024,Prepared/Frozen,low
F-0075-2025,Produce,high
F-0076-2013,Dairy,high
F-0076-2014,Dairy,high
F-0076-2015,Bakery,medium
F-0076-2016,Dairy,high
F-0076-2017,Snacks/Candy,high
F-0076-2018,Seafood,medium
F-0076-2019,Produce,high
F-0076-2020,Snacks/Candy,medium
F-0076-2022,Prepared/Frozen,high
F-0076-2023,Seafood,high
F-0076-2024,Dairy,low
F-0077-2013,Dairy,high
F-0077-2014,Snacks/Candy,high
F-0077-2015,Food Additives/Ingredients,low
F-0077-2016,Dairy,high
F-0077-2017,Snacks/Candy,high
F-0077-2018,Seafood,high
F-0077-2019,Plant Protein,medium
F-0077-2021,Produce,high
F-0077-2022,Prepared/Frozen,high
F-0077-2023,Beverages,medium
F-0077-2024,Prepared/Frozen,high
F-0077-2025,Bakery,medium
F-0078-2013,Dairy,high
F-0078-2014,Supplements,high
F-0078-2015,Spices/Condiments,high
F-0078-2016,Dairy,high
F-0078-2017,Snacks/Candy,high
F-0078-2018,Seafood,medium
F-0078-2020,Dairy,high
F-0078-2021,Produce,high
F-0078-2022,Bakery,high
F-0078-2023,Beverages,high
F-0078-2024,Prepared/Frozen,high
F-0078-2025,Prepared/Frozen,high
F-0079-2013,Prepared/Frozen,high
F-0079-2014,Supplements,high
F-0079-2015,Beverages,high
F-0079-2016,Uncategorized,low
F-0079-2017,Snacks/Candy,high
F-0079-2018,Bakery,high
F-0079-2020,Bakery,high
F-0079-2021,Produce,low
F-0079-2022,Bakery,high
F-0079-2023,Beverages,high
F-0079-2024,Prepared/Frozen,high
F-0079-2025,Prepared/Frozen,medium
F-0080-2013,Produce,high
F-0080-2014,Produce,high
F-0080-2015,Non-Food Item,high
F-0080-2016,Dairy,high
F-0080-2017,Produce,high
F-0080-2018,Bakery,high
F-0080-2020,Bakery,high
F-0080-2021,Produce,high
F-0080-2022,Bakery,high
F-0080-2023,Supplements,high
F-0080-2024,Prepared/Frozen,high
F-0080-2025,Prepared/Frozen,high
F-0081-2013,Produce,high
F-0081-2014,Produce,high
F-0081-2015,Supplements,high
F-0081-2016,Dairy,high
F-0081-2017,Supplements,high
F-0081-2018,Bakery,high
F-0081-2020,Bakery,high
F-0081-2021,Produce,high
F-0081-2022,Bakery,high
F-0081-2023,Prepared/Frozen,low
F-0081-2024,Produce,medium
F-0081-2025,Prepared/Frozen,high
F-0082-2013,Produce,high
F-0082-2014,Snacks/Candy,medium
F-0082-2015,Supplements,medium
F-0082-2016,Dairy,high
F-0082-2017,Supplements,high
F-0082-2018,Bakery,medium
F-0082-2020,Produce,high
F-0082-2021,Produce,low
F-0082-2022,Bakery,high
F-0082-2023,Baking Supplies,high
F-0082-2024,Bakery,high
F-0082-2025,Prepared/Frozen,high
F-0083-2013,Spices/Condiments,medium
F-0083-2014,Snacks/Candy,high
F-0083-2015,Plant Protein,medium
F-0083-2016,Dairy,high
F-0083-2017,Dairy,high
F-0083-2018,Bakery,high
F-0083-2020,Produce,high
F-0083-2021,Produce,high
F-0083-2022,Bakery,high
F-0083-2023,Seafood,high
F-0083-2024,Bakery,high
F-0083-2025,Prepared/Frozen,medium
F-0084-2013,Supplements,high
F-0084-2014,Produce,high
F-0084-2015,Seafood,high
F-0084-2016,Dairy,high
F-0084-2017,Grains/Cereal,high
F-0084-2018,Baking Supplies,medium
F-0084-2020,Prepared/Frozen,medium
F-0084-2021,Produce,high
F-0084-2022,Bakery,high
F-0084-2023,Seafood,high
F-0084-2024,Prepared/Frozen,high
F-0084-2025,Prepared/Frozen,high
F-0085-2013,Produce,high
F-0085-2014,Prepared/Frozen,medium
F-0085-2015,Bakery,high
F-0085-2016,Dairy,high
F-0085-2017,Plant Protein,high
F-0085-2018,Bakery,high
F-0085-2020,Prepared/Frozen,medium
F-0085-2021,Produce,low
F-0085-2022,Dairy,high
F-0085-2023,Seafood,high
F-0085-2024,Produce,medium
F-0085-2025,Prepared/Frozen,medium
F-0086-2013,Produce,high
F-0086-2014,Bakery,high
F-0086-2015,Bakery,high
F-0086-2016,Dairy,high
F-0086-2017,Oils/Fats,high
F-0086-2018,Spices/Condiments,medium
F-0086-2020,Snacks/Candy,high
F-0086-2021,Produce,high
F-0086-2022,Dairy,high
F-0086-2023,Seafood,high
F-0086-2024,Produce,medium
F-0086-2025,Prepared/Frozen,medium
F-0087-2013,Produce,high
F-0087-2014,Snacks/Candy,high
F-0087-2015,Grains/Cereal,high
F-0087-2016,Dairy,high
F-0087-2017,Snacks/Candy,medium
F-0087-2018,Nuts/Seeds,medium
F-0087-2020,Seafood,high
F-0087-2021,Produce,high
F-0087-2022,Dairy,high
F-0087-2023,Seafood,high
F-0087-2024,Prepared/Frozen,medium
F-0087-2025,Prepared/Frozen,medium
F-0088-2013,Produce,medium
F-0088-2014,Dairy,high
F-0088-2015,Grains/Cereal,high
F-0088-2016,Dairy,medium
F-0088-2017,Supplements,medium
F-0088-2018,Bakery,high
F-0088-2020,Prepared/Frozen,high
F-0088-2021,Produce,high
F-0088-2022,Food Additives/Ingredients,high
F-0088-2023,Seafood,high
F-0088-2024,Prepared/Frozen,medium
F-0088-2025,Produce,high
F-0089-2013,Produce,high
F-0089-2014,Food Additives/Ingredients,medium
F-0089-2016,Dairy,high
F-0089-2017,Supplements,medium
F-0089-2020,Prepared/Frozen,high
F-0089-2021,Produce,high
F-0089-2022,Beverages,high
F-0089-2023,Seafood,high
F-0089-2024,Prepared/Frozen,medium
F-0089-2025,Prepared/Frozen,medium
F-0090-2013,Produce,high
F-0090-2014,Food Additives/Ingredients,high
F-0090-2015,Grains/Cereal,high
F-0090-2016,Dairy,high
F-0090-2017,Supplements,high
F-0090-2020,Prepared/Frozen,high
F-0090-2021,Produce,medium
F-0090-2022,Beverages,high
F-0090-2024,Prepared/Frozen,medium
F-0090-2025,Prepared/Frozen,medium
F-0091-2013,Produce,high
F-0091-2014,Food Additives/Ingredients,medium
F-0091-2016,Dairy,high
F-0091-2017,Supplements,high
F-0091-2020,Snacks/Candy,high
F-0091-2021,Produce,medium
F-0091-2022,Beverages,high
F-0091-2023,Snacks/Candy,medium
F-0091-2024,Prepared/Frozen,medium
F-0091-2025,Prepared/Frozen,medium
F-0092-2013,Produce,medium
F-0092-2014,Food Additives/Ingredients,medium
F-0092-2015,Nuts/Seeds,high
F-0092-2017,Supplements,medium
F-0092-2020,Seafood,high
F-0092-2021,Produce,high
F-0092-2022,Supplements,high
F-0092-2023,Dairy,high
F-0092-2024,Prepared/Frozen,medium
F-0092-2025,Prepared/Frozen,medium
F-0093-2013,Produce,high
F-0093-2014,Food Additives/Ingredients,medium
F-0093-2015,Spices/Condiments,medium
F-0093-2016,Bakery,high
F-0093-2017,Supplements,low
F-0093-2020,Seafood,high
F-0093-2021,Prepared/Frozen,medium
F-0093-2022,Seafood,medium
F-0093-2023,Spices/Condiments,high
F-0093-2024,Prepared/Frozen,medium
F-0093-2025,Prepared/Frozen,medium
F-0094-2013,Produce,high
F-0094-2014,Food Additives/Ingredients,medium
F-0094-2015,Produce,medium
F-0094-2016,Spices/Condiments,high
F-0094-2017,Supplements,high
F-0094-2020,Prepared/Frozen,high
F-0094-2021,Snacks/Candy,medium
F-0094-2022,Food Additives/Ingredients,medium
F-0094-2023,Spices/Condiments,high
F-0094-2024,Prepared/Frozen,medium
F-0094-2025,Prepared/Frozen,medium
F-0095-2013,Beverages,high
F-0095-2014,Food Additives/Ingredients,high
F-0095-2015,Prepared/Frozen,medium
F-0095-2016,Grains/Cereal,high
F-0095-2017,Supplements,high
F-0095-2020,Prepared/Frozen,high
F-0095-2021,Snacks/Candy,medium
F-0095-2022,Supplements,high
F-0095-2023,Bakery,high
F-0095-2024,Prepared/Frozen,high
F-0095-2025,Prepared/Frozen,medium
F-0096-2013,Spices/Condiments,medium
F-0096-2014,Food Additives/Ingredients,medium
F-0096-2015,Dairy,medium
F-0096-2016,Grains/Cereal,high
F-0096-2017,Supplements,high
F-0096-2020,Prepared/Frozen,high
F-0096-2021,Spices/Condiments,high
F-0096-2022,Dairy,high
F-0096-2023,Bakery,high
F-0096-2024,Prepared/Frozen,medium
F-0096-2025,Prepared/Frozen,medium
F-0097-2013,Produce,medium
F-0097-2014,Food Additives/Ingredients,medium
F-0097-2015,Prepared/Frozen,medium
F-0097-2016,Grains/Cereal,high
F-0097-2017,Supplements,high
F-0097-2018,Bakery,high
F-0097-2020,Snacks/Candy,high
F-0097-2021,Produce,high
F-0097-2022,Dairy,high
F-0097-2023,Bakery,high
F-0097-2024,Produce,high
F-0097-2025,Bakery,high
F-0098-2013,Plant Protein,high
F-0098-2014,Bakery,high
F-0098-2015,Prepared/Frozen,medium
F-0098-2016,Spices/Condiments,high
F-0098-2017,Supplements,high
F-0098-2018,Bakery,high
F-0098-2020,Bakery,high
F-0098-2021,Produce,high
F-0098-2022,Dairy,high
F-0098-2023,Spices/Condiments,medium
F-0098-2024,Produce,high
F-0098-2025,Snacks/Candy,medium
F-0099-2013,Plant Protein,high
F-0099-2014,Nuts/Seeds,high
F-0099-2015,Snacks/Candy,medium
F-0099-2016,Spices/Condiments,high
F-0099-2017,Supplements,high
F-0099-2018,Bakery,high
F-0099-2020,Bakery,high
F-0099-2021,Produce,high
F-0099-2022,Dairy,high
F-0099-2023,Spices/Condiments,high
F-0099-2024,Produce,high
F-0099-2025,Bakery,high
F-0100-2013,Produce,medium
F-0100-2014,Supplements,high
F-0100-2015,Snacks/Candy,medium
F-0100-2016,Nuts/Seeds,high
F-0100-2017,Supplements,low
F-0100-2018,Bakery,high
F-0100-2020,Supplements,high
F-0100-2021,Produce,medium
F-0100-2022,Dairy,high
F-0100-2023,Spices/Condiments,medium
F-0100-2024,Produce,high
F-0100-2025,Bakery,high
F-0101-2013,Plant Protein,high
F-0101-2014,Supplements,high
F-0101-2015,Spices/Condiments,high
F-0101-2016,Spices/Condiments,high
F-0101-2017,Supplements,high
F-0101-2018,Snacks/Candy,medium
F-0101-2020,Bakery,medium
F-0101-2021,Produce,high
F-0101-2022,Dairy,high
F-0101-2023,Spices/Condiments,high
F-0101-2024,Produce,high
F-0101-2025,Bakery,high
F-0102-2013,Plant Protein,high
F-0102-2014,Snacks/Candy,high
F-0102-2015,Supplements,high
F-0102-2016,Spices/Condiments,high
F-0102-2017,Supplements,medium
F-0102-2018,Snacks/Candy,medium
F-0102-2020,Prepared/Frozen,high
F-0102-2021,Produce,medium
F-0102-2022,Dairy,high
F-0102-2023,Spices/Condiments,high
F-0102-2024,Produce,high
F-0102-2025,Bakery,high
F-0103-2013,Plant Protein,high
F-0103-2014,Grains/Cereal,high
F-0103-2015,Supplements,high
F-0103-2016,Spices/Condiments,high
F-0103-2017,Uncategorized,low
F-0103-2018,Bakery,high
F-0103-2020,Prepared/Frozen,high
F-0103-2021,Produce,high
F-0103-2022,Dairy,high
F-0103-2023,Spices/Condiments,low
F-0103-2024,Produce,high
F-0103-2025,Bakery,high
F-0104-2013,Plant Protein,high
F-0104-2014,Grains/Cereal,high
F-0104-2015,Supplements,high
F-0104-2016,Spices/Condiments,high
F-0104-2017,Supplements,low
F-0104-2018,Bakery,medium
F-0104-2020,Prepared/Frozen,high
F-0104-2021,Produce,high
F-0104-2022,Dairy,high
F-0104-2023,Spices/Condiments,high
F-0104-2024,Produce,high
F-0104-2025,Bakery,high
F-0105-2014,Grains/Cereal,high
F-0105-2015,Supplements,high
F-0105-2016,Spices/Condiments,high
F-0105-2017,Supplements,high
F-0105-2018,Bakery,high
F-0105-2020,Prepared/Frozen,high
F-0105-2021,Produce,high
F-0105-2022,Dairy,high
F-0105-2023,Bakery,medium
F-0105-2024,Produce,high
F-0105-2025,Bakery,high
F-0106-2014,Bakery,medium
F-0106-2015,Supplements,high
F-0106-2016,Spices/Condiments,high
F-0106-2017,Supplements,high
F-0106-2018,Bakery,medium
F-0106-2020,Prepared/Frozen,high
F-0106-2021,Produce,high
F-0106-2022,Dairy,high
F-0106-2023,Spices/Condiments,medium
F-0106-2024,Plant Protein,low
F-0106-2025,Beverages,high
F-0107-2014,Bakery,medium
F-0107-2015,Supplements,medium
F-0107-2016,Spices/Condiments,high
F-0107-2017,Supplements,high
F-0107-2018,Snacks/Candy,high
F-0107-2020,Prepared/Frozen,high
F-0107-2021,Produce,high
F-0107-2022,Dairy,high
F-0107-2023,Dairy,high
F-0107-2024,Produce,high
F-0107-2025,Beverages,high
F-0108-2013,Produce,high
F-0108-2014,Bakery,medium
F-0108-2015,Supplements,high
F-0108-2016,Spices/Condiments,high
F-0108-2017,Supplements,medium
F-0108-2018,Prepared/Frozen,high
F-0108-2020,Prepared/Frozen,medium
F-0108-2021,Produce,high
F-0108-2022,Dairy,high
F-0108-2023,Dairy,high
F-0108-2024,Produce,high
F-0108-2025,Beverages,high
F-0109-2013,Baby/Toddler Food,high
F-0109-2014,Grains/Cereal,medium
F-0109-2015,Supplements,high
F-0109-2017,Dairy,high
F-0109-2018,Bakery,high
F-0109-2020,Prepared/Frozen,medium
F-0109-2021,Produce,high
F-0109-2022,Dairy,high
F-0109-2023,Dairy,medium
F-0109-2024,Produce,high
F-0109-2025,Beverages,high
F-0110-2013,Dairy,high
F-0110-2014,Grains/Cereal,high
F-0110-2015,Supplements,high
F-0110-2016,Bakery,high
F-0110-2017,Dairy,high
F-0110-2018,Seafood,high
F-0110-2020,Prepared/Frozen,high
F-0110-2021,Snacks/Candy,medium
F-0110-2022,Dairy,high
F-0110-2023,Dairy,high
F-0110-2024,Produce,high
F-0110-2025,Beverages,high
F-0111-2013,Produce,high
F-0111-2014,Grains/Cereal,high
F-0111-2015,Supplements,high
F-0111-2016,Snacks/Candy,medium
F-0111-2017,Dairy,high
F-0111-2018,Seafood,high
F-0111-2020,Prepared/Frozen,high
F-0111-2022,Produce,high
F-0111-2023,Dairy,high
F-0111-2024,Produce,high
F-0111-2025,Beverages,medium
F-0112-2013,Snacks/Candy,medium
F-0112-2014,Grains/Cereal,high
F-0112-2015,Supplements,high
F-0112-2016,Snacks/Candy,medium
F-0112-2017,Dairy,high
F-0112-2018,Produce,high
F-0112-2020,Prepared/Frozen,high
F-0112-2021,Dairy,high
F-0112-2022,Produce,high
F-0112-2023,Dairy,high
F-0112-2024,Produce,high
F-0112-2025,Beverages,medium
F-0113-2013,Nuts/Seeds,high
F-0113-2014,Grains/Cereal,high
F-0113-2015,Supplements,high
F-0113-2016,Bakery,high
F-0113-2017,Grains/Cereal,high
F-0113-2018,Beef/Pork/Poultry/Game Meats,medium
F-0113-2020,Prepared/Frozen,medium
F-0113-2021,Dairy,high
F-0113-2022,Produce,high
F-0113-2023,Dairy,medium
F-0113-2024,Produce,medium
F-0113-2025,Beverages,medium
F-0114-2013,Nuts/Seeds,high
F-0114-2014,Bakery,medium
F-0114-2015,Supplements,high
F-0114-2016,Bakery,high
F-0114-2018,Prepared/Frozen,low
F-0114-2020,Prepared/Frozen,medium
F-0114-2021,Beverages,low
F-0114-2022,Produce,high
F-0114-2023,Dairy,high
F-0114-2024,Produce,medium
F-0114-2025,Beverages,medium
F-0115-2013,Nuts/Seeds,high
F-0115-2014,Nuts/Seeds,high
F-0115-2015,Supplements,high
F-0115-2016,Bakery,high
F-0115-2018,Prepared/Frozen,medium
F-0115-2020,Prepared/Frozen,high
F-0115-2021,Spices/Condiments,low
F-0115-2022,Produce,high
F-0115-2023,Dairy,high
F-0115-2024,Produce,medium
F-0115-2025,Beverages,medium
F-0116-2013,Nuts/Seeds,high
F-0116-2014,Supplements,low
F-0116-2015,Supplements,high
F-0116-2016,Grains/Cereal,low
F-0116-2018,Prepared/Frozen,medium
F-0116-2021,Beverages,high
F-0116-2022,Produce,high
F-0116-2023,Dairy,high
F-0116-2024,Prepared/Frozen,medium
F-0116-2025,Beverages,medium
F-0117-2013,Nuts/Seeds,high
F-0117-2014,Supplements,low
F-0117-2015,Supplements,high
F-0117-2016,Supplements,high
F-0117-2018,Grains/Cereal,medium
F-0117-2021,Seafood,high
F-0117-2022,Prepared/Frozen,low
F-0117-2023,Prepared/Frozen,medium
F-0117-2024,Prepared/Frozen,high
F-0117-2025,Beverages,medium
F-0118-2013,Nuts/Seeds,high
F-0118-2014,Supplements,high
F-0118-2015,Supplements,high
F-0118-2016,Supplements,high
F-0118-2017,Supplements,medium
F-0118-2018,Grains/Cereal,medium
F-0118-2020,Seafood,high
F-0118-2021,Supplements,medium
F-0118-2022,Bakery,high
F-0118-2023,Dairy,high
F-0118-2024,Prepared/Frozen,high
F-0118-2025,Beverages,medium
F-0119-2013,Bakery,high
F-0119-2014,Supplements,high
F-0119-2015,Supplements,high
F-0119-2016,Supplements,medium
F-0119-2017,Seafood,medium
F-0119-2018,Grains/Cereal,medium
F-0119-2020,Baking Supplies,high
F-0119-2021,Produce,high
F-0119-2022,Bakery,high
F-0119-2023,Dairy,high
F-0119-2024,Prepared/Frozen,medium
F-0119-2025,Beverages,medium
F-0120-2013,Snacks/Candy,high
F-0120-2014,Supplements,high
F-0120-2015,Supplements,high
F-0120-2016,Supplements,low
F-0120-2017,Seafood,medium
F-0120-2018,Grains/Cereal,medium
F-0120-2020,Prepared/Frozen,high
F-0120-2021,Seafood,high
F-0120-2022,Bakery,high
F-0120-2023,Dairy,high
F-0120-2024,Prepared/Frozen,low
F-0120-2025,Produce,medium
F-0121-2013,Beverages,high
F-0121-2014,Bakery,medium
F-0121-2015,Supplements,high
F-0121-2016,Supplements,high
F-0121-2017,Prepared/Frozen,medium
F-0121-2018,Grains/Cereal,medium
F-0121-2020,Prepared/Frozen,high
F-0121-2021,Food Additives/Ingredients,high
F-0121-2022,Produce,high
F-0121-2023,Dairy,high
F-0121-2024,Prepared/Frozen,medium
F-0121-2025,Dairy,high
F-0122-2013,Dairy,high
F-0122-2014,Bakery,high
F-0122-2015,Supplements,high
F-0122-2016,Supplements,medium
F-0122-2017,Prepared/Frozen,high
F-0122-2018,Grains/Cereal,medium
F-0122-2020,Prepared/Frozen,high
F-0122-2021,Food Additives/Ingredients,high
F-0122-2022,Produce,medium
F-0122-2023,Dairy,high
F-0122-2024,Prepared/Frozen,medium
F-0122-2025,Dairy,high
F-0123-2013,Seafood,high
F-0123-2014,Bakery,high
F-0123-2015,Supplements,high
F-0123-2016,Dairy,high
F-0123-2017,Prepared/Frozen,high
F-0123-2018,Grains/Cereal,medium
F-0123-2020,Prepared/Frozen,high
F-0123-2021,Snacks/Candy,high
F-0123-2022,Produce,high
F-0123-2023,Dairy,high
F-0123-2024,Produce,medium
F-0123-2025,Beverages,high
F-0124-2013,Nuts/Seeds,high
F-0124-2014,Bakery,high
F-0124-2015,Supplements,high
F-0124-2016,Prepared/Frozen,medium
F-0124-2017,Prepared/Frozen,high
F-0124-2018,Grains/Cereal,medium
F-0124-2020,Prepared/Frozen,high
F-0124-2021,Produce,high
F-0124-2022,Produce,high
F-0124-2023,Dairy,high
F-0124-2024,Produce,medium
F-0124-2025,Dairy,high
F-0125-2013,Prepared/Frozen,medium
F-0125-2014,Bakery,high
F-0125-2015,Supplements,high
F-0125-2016,Plant Protein,medium
F-0125-2017,Prepared/Frozen,high
F-0125-2018,Grains/Cereal,high
F-0125-2020,Beverages,high
F-0125-2021,Produce,high
F-0125-2022,Produce,high
F-0125-2023,Dairy,high
F-0125-2024,Produce,medium
F-0125-2025,Dairy,high
F-0126-2013,Nuts/Seeds,high
F-0126-2014,Bakery,high
F-0126-2015,Supplements,high
F-0126-2016,Snacks/Candy,high
F-0126-2017,Prepared/Frozen,medium
F-0126-2018,Grains/Cereal,medium
F-0126-2021,Produce,medium
F-0126-2022,Produce,high
F-0126-2023,Dairy,high
F-0126-2024,Prepared/Frozen,high
F-0126-2025,Produce,high
F-0127-2013,Produce,high
F-0127-2014,Dairy,high
F-0127-2015,Supplements,high
F-0127-2016,Produce,high
F-0127-2017,Prepared/Frozen,medium
F-0127-2018,Grains/Cereal,medium
F-0127-2020,Bakery,high
