recall_number,product_description
F-1641-2013,"Contex - Textured Soy Protein Concentrates   Item No. / Item Description:  3411112 / Contex 120 Textured Soy Protein, 3411124 / Contex 25 Textured Soy Protein, 3411129 / Contex 31 CL  Textured Soy Protein, 3411142 / Contex 120CL IP Textured Soy Protein, 3411144 / Contex 240 Textured Soy Protein, 3411161 / Contex 25 CLH, 51026 / Contex 25 Textured NGMO Soy  Protein, 52031 / Contex 31 GMO  Textured Soy Protein, 52032 / Contex 31 CL GMO  Textured Soy Protein,   52034 / Contex 31PV GMO  Textured Soy Protein, 52035 / Contex 31NP GMO  Textured Soy Protein, 52121 / Contex 120CL IP Textured Soy Protein, and 52248 / Contex 240CL GMO Textured Soy Protein."
F-0136-2014,Papain:    NF 4-608 B  NF 4-6152  NUTRA 6-452  PAPAIN  PROHYDROXY NF 4-714
F-1447-2014,"Mexpogroup Cactus  Grown in Mexico; 44 lbs, 20 KG;  Calle El Rosario  #20581 Col Buenos Aires Norte C.P. 22700  Tijuana, Mexico."
F-0714-2014,"Mediterranean Olives: Gaeta White, produced by Bel Frantoio and packaged in 34-oz. plastic containers.    Imported from Italy"
F-1305-2013,ShanTea Enlightened Mind Mate/Kukicha (UPC 794504284102) USDA Organic.
F-0636-2014,"Garden-Fresh Rocky Road Dessert,  Product Code 0 11596 45029 2, 	1/4 lb"
F-1133-2013,"Tausi Brand Salted Black Beans.  Net Weight 180g (6.34 oz).  Distributed by:  V8 Commercial Co., Inc. San Juan, Metro Manila.  Product of the Philippines."
F-0090-2014,"Xylanase 150,000XU, powder, enzyme, 100 gm. Product 13A"
F-1510-2014,"GC Medium 5-5# Z, Product Item Number 1055-3. Packaged in sealed poly film pouches.  All packed in cardboard shipper box that is then sealed with attached shipper label. Total package size  5 units of 5 lbs each per case, totaling 25 lbs."
F-0567-2014,"Garden-Fresh Amish Country Cole Slaw, Product Code 0 11596 53010 9	 	11/4/2013 - 11/15/2013	2/5 lb"
F-0331-2014,"Coleslaw, Formula CS.29, packaged under the following labels:  -Essential Everyday Cole Slaw packaged in 6/15-oz and 6/44-oz carton cases. Distributed by Supervalu Inc., Eden Prairie, MN.  -US Food Service Cross Valley Farms Cole Slaw packaged in 2/7-lb carton cases. Distributed by Cross Valley Farms, Columbia, MD.  -Reser's Homestyle Cole Slaw packaged in 2/7-lb, 6/15-oz and 6/2.75-lb carton cases. Reser's Fine Foods, Inc., Beaverton, OR."
F-0969-2014,"Finest Traditions,	Homemade-style Cole Slaw,	1/8 lb.,		10 733147 10170 1,	11/20/2013 - 12/4/2013;  Finest Traditions,	Homemade-style Cole Slaw,	6/16 oz.,	7 33147 00025 0,	10 733147 10165 7,	11/20/2013 - 12/4/2013;"
F-0775-2014,"Bulk A164 NUTRACHOICE DIGESTIVEBL powder (SKU 83196), packaged in varying quantities within poly bags in corrugated boxes (for domestic distribution) or fiber drums (for international distribution)"
F-0838-2014,"Nature's Way,UPC 33674156865, Alive Once Daily Women's Ultra Potency, 60 Tabs,  20010554,  20011595,  20014135"
F-1520-2014,"Bueno GC NM Reserve Mild 5-5# Z, Product Item Number 1057-4. Packaged in sealed poly film pouches.  All packed in cardboard shipper box that is then sealed with attached shipper label. Total package size  5 units of 5 lbs each per case, totaling 25 lbs."
F-0585-2014,"Garden-Fresh Calico Beans, 0 11596 52596 9, 	1/5 lb;  Garden-Fresh Calico Beans,  0 11596 52500 6, 	4/5 lb;"
F-0813-2014,Bulk D103 Life Tree Digestive Ble powder packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 83466).
F-0808-2014,"Bulk C676 BnG Global Digestive Blend powder, packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 83430)"
F-1491-2014,"Bueno GC NM Autumn Roast Exclusive Hot 5-5# Z, Product Item Number 1015-3. Packaged in sealed poly film pouches.  All packed in cardboard shipper box that is then sealed with attached shipper label. Total package size  5 units of 5 lbs each per case, totaling 25 lbs."
F-1471-2014,"Triarco Industries, LLC an Innophos company Activessence (R)   Notice- For Manufacturing Use Only Not for Resale"
F-1348-2014,"Chewable Maximum Spectrum EnZym-Complete/DPPIV with Isogest, Kirkmand brand.  Item # 0893-090"
F-0396-2014,"KIT COLE SLAW, 310160, TAYLOR FARMS 12.5#, NET WT: 12, TAYLOR FARMS, MD"
F-1764-2013,"El Campestre Brand Ceviche De Camaron.    Packaged in 2/5lbs white plastic buckets with lid and handle, into 1/10lbs carton.    Labeling reads in part:""EL CAMPESTRE CEVICHE DE CAMARON***NET WT.10 LBS***Manufactured by: El Campestre Compton, CA 90221 (310) 764-2461***""."
F-0932-2014,"Garden-Fresh, 	Dixie Cole Slaw, 	2/5 lb. 		0 11596 93007 7, 	11/21/2013 - 12/7/2013"
F-0137-2014,"XYLANASE 150,000"
F-0095-2014,"Ultra Blend 102, powder, enzyme blend, packaged in 25 kg double poly bags inside fiber box. Product 73B, SI Item # 10678."
F-0764-2014,"Bulk 9414 PROTHERA CANDIDACHLOREL powder, packaged in poly bags in corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 83056);"
F-0343-2014,"Reser's Ambrosia Delight, Formula DE.03, packaged in 2/8-lb and 6/11-oz carton cases. Distributed by Reser's Fine Foods, Beaverton, OR."
F-1639-2013,"Solcon Soy Protein Concentrates.  Item No. / Item Description:  12110 / Solcon F GMO, 3112030 / Solcon F Soy Protein Concentrate, 12100 / Solcon GMO, and 3112002 / Solcon GMO Soy Protein Concentrate"
F-0431-2014,"Finest Traditions Homemade-Style Cole Slaw, UPC 7 33147 00025 0, 16 oz, Product Code 38858."
F-1448-2014,"Fresh Cactus (""Nopal""), 40lbs/bx"
F-0120-2014,"Irwin Naturals Daily Digestive Enzymes 45 ct, Item IN057552, UPC Code: 7 10363 57552 6"
F-0800-2014,"Bulk C434 Shanghai Enzyme Blend B powder, packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 83419);"
F-1896-2013,"Pills bury Cinnamon Rolls with Icing, CINNA BON, USPC 1800000501, 1800052230, 12.4 oz  and 2-pack USPC 1800045675,2- 12.4 oz (351 G) CANS, NET WT 24.8 OZ (1 LB 8.8 OZ 703 G."
F-1219-2014,"Reser's Meatloaf Glaze, Formula SA.19B36 packaged in 6/36-oz carton cases UPC 071117615012.  Reser's Fine Foods, Inc., Beaverton, OR."
F-1543-2013,"Ginseng. American Ginseng, 4 oz. and 8 oz. retail packages and bulk ginseng in 20, 30, or 40 lbs. in a clear plastic bag.  Bulk products are not labeled."
F-1917-2013,"MAX Brand Glucosamine 1500 mg + MSM 400 mg, 120 Count Tablets.    Product labeling reads in part:""MAX Triple Strength MOVE FREE Glucosamine 1500 mg + MSM 400 mg 120 Tablets***6 65176 08218 4***Manufactured in FDA Approved Facility for: HealthMax Products Co. Altadena, CA 91001***""."
F-0328-2014,"Yoder's Shredded Cole Slaw, Formula CS.103, packaged in 6/2.75-lb and 2/4.5-lb carton cases. Reser's Fine Foods, Inc., Beaverton, OR."
F-1322-2013,"Fructus Lycii (400g).  Dried Medlar (Net Wt: 14.11 oz (400G).  Ingredients: Dried Medlar.  Distributed Exclusively By:  Tristar Food Wholesale Company Inc. 115 Amity Street, Jersey City NJ 07304, USA.  Product of P.R.C.  UPC: 6931653102466"
F-1894-2013,"""***SUPERBUDIN"""
F-1523-2014,"GC Autumn Roast NO LABEL Hot 5-5# Z, Product Item Number 1062-0. Packaged in sealed poly film pouches.  All packed in cardboard shipper box that is then sealed with attached shipper label. Total package size  5 units of 5 lbs each per case, totaling 25 lbs."
F-1286-2013,"Propolis Powder -100% Standardized Bee-Propolis Lot #: 021113-55/60, EXP: 10/14 11# Bag & Lot#: 10081155/60-120612-100, EXP: 12/15, 1# BAG."
F-1007-2014,"Garden-Fresh,	Poppy Seed Cole Slaw,	1/8 lb.,		0 11596 83016 2,	11/21/2013 - 12/5/2013;"
F-1142-2014,"Vega One Starter Kit.  Distributed by: Sequel Naturals LTD, Burnaby, BC, Canada. Vegasport.com. Packaged in HDPE jars; in VFF pouch. 7oz/197.2g containers."
F-1919-2013,"MAX Brand Glucosamine 1500 mg, Plus MSM + Vit D 200 Count Tablets    Product labeling reads in part:""MAX Glucosamine 1500mg***200 Tablets***6 65176 60566 6***Manufactured in FDA Approved facility for: HealthMax Products, Inc. Altadena, CA 91001***"""
F-0713-2014,"Mediterranean Olives: Small, produced by Bel Frantoio and packaged in 34-oz. plastic containers.    Imported from Italy"
F-0092-2014,"Xylanase 70,000XU/g, powder, enzyme, 100 gm. Product 71A"
F-0843-2014,"Alive No Iron  (for international sales), 30 Tabs	HDPE Bottle in a Box	12"
F-1104-2014,"Aunt Jemima(R) HOMESTYLE FRENCH TOAST, 6 COUNT, NET WT. 12.5 OZ (354 g), UPC Code: 019600057703"
F-0337-2014,"Wal-Mart Deli Cole Slaw, Formula CS.75, packaged in 12/15-oz and 6/30-oz carton cases. Distributed by Wal-Mart Stores, Inc., Bentonville, AR."
F-1850-2013,"Morbier Les 3 Comtois, 11 lb. wheel; packaged in a cardboard case; one per case; refrigerated"
F-1762-2013,"El Campestre Brand Ceviche De Basa.  Packaged in 2/5lbs white plastic buckets with lid and handle, into 1/10lbs carton.    Labeling reads in part:""EL CAMPESTRE CEVICHE DE BASA***NET WT.10 LBS***Manufactured by: El Campestre Compton, CA 90221 (310) 764-2461***""."
F-1745-2013,"Lehman's Hot Veggie Mix, packaged in 12/16-oz jars per case, distributed by Lehman's, Kidron, OH 44636"
F-1296-2013,"Product does not have a label.  The consignees are provided with an ingredient statement for all the products they purchase.  The product is packaged in a reusable plastic tote, with white sticker applied to one side of tote.  This sticker has the Prepared Date:  which is hand written as the month-day."
F-1802-2013,Bulk tablet label:  Keytabs W.O. Glandulars (pink)
F-1511-2014,"GC NO LABEL Hot 5-5# Z, Product Item Number 1056-0. Packaged in sealed poly film pouches.  All packed in cardboard shipper box that is then sealed with attached shipper label. Total package size  5 units of 5 lbs each per case, totaling 25 lbs."
F-1047-2014,"Finest Traditions,	Smoky Baked Beans,	4/8 lb.,		10 733147 10456 6,	11/25/2013 - 12/9/2013;  Finest Traditions,	Smoky Baked Beans,	6/16 oz.,	7 33147 00161 5,	10 733147 10243 2,	11/28/2013 - 12/9/2013;  Finest Traditions,	Smoky Baked Beans,	6/16 oz.,	7 33147 00161 5,	10 733147 10243 2,	11/20/2013 - 12/9/2013;"
F-0758-2014,Bulk 877 HOLISTIC DIGESTIVE MULTI packaged in poly bags within fiber drums (SKU 90461)
F-0089-2014,"Pectinase 3,500 ENDO-PG/G, powder, enzyme, 100 gm. Product 70A"
F-0825-2014,"Digestive Enzyme Complex/Enzyme Formula Caps, Quantity:13M, Product #: IB286, product is packaged in bulk form.  Manufactured For: Indiana Botanic.  Manufactured by Nature's Value Inc. 468 Mill Road, Coram, NY 11727, Telephone: 631-846-2500."
F-0847-2014,"Garden-Fresh, 1/4"" x 1"" Yellow Pepper Sticks,2/2 lb., 0 11596 40587 2	                11/9/2013-11/11/2013"
F-1526-2014,"Bueno GC Strip Mild 2-12.5# Z, Product Item Number 1071-4. Packaged in double-poly bags."
F-0641-2014,"Garden-Fresh Pumpkin Mousse, Product Code 0 11596 55053 4,	1/5 lb;    Finest Traditions Pumpkin Mousse, Product Code  0 00 11596 55053 4		10/30/2013 - 11/13/2013	1/5 lb"
F-0724-2014,"Oma's Choice, Baby Dill Pickles, Net Wt. 16.oz., Made Espcially For Oma's Choice, 4042 F.M. 3171 Schulenburg, TX 78956."
F-0738-2014,"3989 Bulk TPP TEC DIGEST powder, Transformation Enzyme Corporat, packaged in varying quantities in poly bags within corrugated containers. SKU 81814"
F-0341-2014,"Cobblestreet Market Short Shredded Coleslaw, Formula CS.91, packaged in 12/14-oz carton cases. Marketed by Independent Marketing Alliance, Houston, TX."
F-1593-2013,"RAGIN' CAJUN, WEIGHT 32 LBS, MANUFACTURED BY:  FOOD CONCEPTS, LEBANON, TN 37087"
F-1767-2013,"PERFECT 3000 VANILLA POWDER, FORMULA # 3101.  The product is loose powder packaged in bulk drum."
F-1818-2013,Thai Chili Flake
F-0942-2014,"Grandpa's,	Fresh Bruschetta,	1/5 lb.,0 11596 55911 7,	12/1/2013 - 12/16/2013"
F-0094-2014,"PC Blend 14, powder, enzyme blend, packaged in 9 kg and 25 kg double poly bags inside fiber box. Product 62A"
F-0332-2014,"Coleslaw, Formula CS.38, packaged under the following labels:    -Sysco Classic Homestyle Shredded White Cole Slaw packaged in 2/7-lb carton cases. Distributed by Sysco Corporation, Houston, TX.    -US Food Service Cross Valley Farms Cole Slaw packaged in 2/7-lb carton cases. Distributed by Cross Valley Farms, Columbia, MD.    -Reser's Homestyle Cole Slaw packaged in 2/7-lb, 6/30-oz, 12/11-oz, 12/15-oz,  and 6/2.75-lb carton cases. Reser's Fine Foods, Inc., Beaverton, OR."
F-0718-2014,"Mediterranean Olives: French Picholine, produced by Bel Frantoio and packaged in 34-oz. plastic containers.    Imported from Italy"
F-1404-2013,"Island Mix, 12 oz. with best by date of  02/17/2014"
F-1504-2014,"Bueno GC NM Hatch Valley Blakes SuperHot 5-5# Z, Product Item Number 1028-5. Packaged in sealed poly film pouches.  All packed in cardboard shipper box that is then sealed with attached shipper label. Total package size  5 units of 5 lbs each per case, totaling 25 lbs."
F-0778-2014,"Bulk A216 MRM DPPIV DIGEST BULK powder (SKU 83217), packaged in varying quantities within poly bags in corrugated boxes (for domestic distribution) or fiber drums (for international distribution)"
F-0222-2014,"CTF Brand Tapioca Pearl Pandan (Green Color), 14oz Plastic Bags, Packaged at 50 bags per case.    Packaged in plastic heat-sealed pouch. Brand name is CTF with an illustration of a deer.    Product labeling reads in part:""C.T.F. Brand TAPIOCA PEARL***EXPORTED: COMBINE THAI FOODS CO., LTD.***PRODUCT OF THAILAND NET WT:14OZ(400 G)***"""
F-1765-2013,"El Campestre Brand Camaron Aquachile.  Packaged in 2/5lbs white plastic buckets with lid and handle, into 1/10lbs carton.    Labeling reads in part:""EL CAMPESTRE CAMARON AGUACHILE***NET WT.10 LBS***Manufactured by: El Campestre Compton, CA 90221 (310) 764-2461***""."
F-1530-2014,"Bueno GC NM Hot 2-12.5# Z, Product Item Number 1081-3. Packaged in sealed poly film pouches.  All packed in cardboard shipper box that is then sealed with attached shipper label.  Total package size of  2 units of 12.5 lbs. each per case, totaling 25 lbs."
F-1957-2013,"Blythedale Farm Camembert Vermont, 7 oz  wrapped disc in plastic cup  UPC Code: 762713669027"
F-1349-2013,O Organics Black Bean Enchiladas 9 oz.
F-0569-2014,"Garden-Fresh Reduced Fat Cole Slaw, Product Code 0 11596 53202 8, 	1/5 lb  Garden-Fresh Reduced Fat Cole Slaw, Product Code 0 11596 53500 5, 	4/5 lb;      Market Pantry Reduced Fat Cole Slaw, Product Code 0 85239 20117 6, 6/15 oz;"
F-1893-2013,"""***SUPERPAN***Tu Pan Natural***"""
F-0797-2014,"Bulk C184 Ace Health Enzyme Blend powder, packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 83403);"
F-1591-2013,"BIG COUNTRY BREAKFAST, CASE WEIGHT 26 LBS., MANUFACTURED BY:  FOOD CONCEPTS, LEBANON, TN 37087"
F-1137-2014,KARIKAS ORTHOMOLECULAR NUTRITION MegaZymes Plus (High Concentration)  (LK10528)
F-1532-2014,"Bueno GC NM Mild 2-12.5# Z, Product Item Number 1093-3. Packaged in sealed poly film pouches.  All packed in cardboard shipper box that is then sealed with attached shipper label.  Total package size of  2 units of 12.5 lbs. each per case, totaling 25 lbs."
F-0690-2014,"Weis Baked Lima Beans , Product Code 0 11596 52111 4,	1/5 lb"
F-0835-2014,"Nature's Way,UPC 33674155424, Alive Whole Food Energizer Men's, 90 Tabs, 20010871"
F-1446-2014,"Hnos. Perez brand cactus leaves (pads):    distributed by:  West Coast Produce  300 Franklin St.  Oakland, CA 94607"
F-0845-2014,"Garden-Fresh,,1/4"" x 1"" Green Pepper Sticks, 2/2 lb., 0 11596 40586 5	                11/9/2013-11/11/2013;      Garden-Fresh, 	Green Pepper Sticks 3/16"" , 1/15 lb. ,	0 11596 55835 6 	11/5/2013  Garden-Fresh, Green Peppers Diced 3/8"", 1/5 lb., 0 11596 50549 7 ,	10/31/2013 - 11/5/2013"
F-0716-2015,"Farmer Brand DRIED LILY FLOWERS, NET WT. 8 oz, UPC 7 34765 04089 5 -- PRODUCT OF CHINA -- DISTRIBUTED BY BLOOMING IMPORT 45 BOWNE STREET BROOKLYN, N.Y. 11231 --- Nutrition Facts: Serving Size 0.4 oz. Servings Per Container 20 --- The product is packaged in a sealed flexible plastic bag."
F-1503-2014,"Bueno GC NM Hatch Valley Autumn Roast Hot 12-13 oz Z, Product Item Number 1026-2.  Packaged in plastic containers.   All packed in cardboard shipper box that is then sealed with attached shipper label. Total package size of  12 units of 13 oz each per case totaling 9.75 lbs."
F-1502-2014,"Bueno GC NM Autumn Roast Hot 12-13 oz Z, Product Item Number 1026-1.  Packaged in plastic containers.   All packed in cardboard shipper box that is then sealed with attached shipper label. Total package size of  12 units of 13 oz each per case totaling 9.75 lbs."
F-0327-2014,"West Creek Classic Coleslaw, Formula CS.100, packaged in 2/4.75-lb carton cases. Distributed by: Performance Food Group, Richmond, VA."
F-1648-2014,"Nicomex Color Para Tamal Net Wt 1/8  oz (3.54gms) Productos Mexicanos Distributed by Nicomex Inc. 88 First Street, Passaic, NJ 07055 Tel. (973) 815-2062."
F-0088-2014,St. Marcellin Au lait pasteurise fabrique en Dauphine  l'unite: poids net 80ge  Fromagerie Qurtet 38470 VINAY
F-0573-2014,"Garden-Fresh Poppy Seed Cole Slaw,  Product Code 0 11596 83016 2		10/31/2013 - 11/20/2013	1/8 lb"
F-0864-2014,"Grandpa's,	Baked Beans, 	2/5 lb., 0 11596 55180 7, 	11/26/2013  - 12/9/2013"
F-0812-2014,"Bulk D008 Glykon Tech Digestive B powder, packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 83453)"
F-0176-2014,"Cellulase Enzyme Blends, bulk, custom blended formulations identified as Cellulase BX and Celluase Conc, packed in boxes or drums ranging from 1 kg to 25 kg, item # CELIND, labeled in part ***Manufactured by BIO-CAT, INC.9117 Three Notch Road Troy, Virginia 22974 Telephone (800) 545-9052 Fax (434) 589-3301 E-mail: info@bio-cat.com Website: www.bio-cat.com***"
F-0791-2014,"Bulk B910 Houston Nutr TriEnz Bu powder, packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 83381);"
F-1500-2014,"Bueno GC Organic Mild 12-13 oz Z, Product item Number 1023-1.  Packaged in plastic containers.   All packed in cardboard shipper box that is then sealed with attached shipper label. Total package size of  12 units of 13 oz each per case totaling 9.75 lbs."
F-0579-2014,"Finest Traditions Homemade-Style Cole Slaw, 7 33147 00025 0, 6/16 oz;  Finest Traditions Homemade-Style Cole Slaw, 10 733147 10170 1, 1/8 lb;"
F-0325-2014,"Dixie Coleslaw, Formula CS.04, packaged under these labels:    -Cobblestreet Market Dixie Coleslaw packaged in 2/7-lb carton cases. Marketed by: Independent Marketing Alliance, Houston, TX.    -Yoder's Chopped Cole Slaw packaged in 2/4.5-lb carton cases. Reser's Fine Foods, Beaverton, OR.    -Reser's Pimento Dixie Fine Chopped Cole Slaw packaged in 2/7-lb carton cases. Distributed by Reser's Fine Foods, Beaverton, OR"
F-1640-2013,"Solcon S Functional Soy Protein Concentrates.  Item No. / Item Description:    3232212 / Solcon S 110 GMO, and 32211 / Solcon S110 GMO"
F-1642-2014,"Super Digestayme, 200 count, 2 boxes x 72 bottles, 1 box x 55 bottles. 300 count, 4 boxes x 72 bottles, 1 box x 12 bottles."
F-1499-2014,"Bueno GC NM Hot 12-13 oz Z, Product Item Number 1022-1.  Packaged in plastic containers.   All packed in cardboard shipper box that is then sealed with attached shipper label. Total package size of  12 units of 13 oz each per case totaling 9.75 lbs."
F-1026-2014,"Garden-Fresh,	Reduced Fat Cole Slaw,	1/5 lb.,		0 11596 53202 8,	12/6/2013 - 12/15/2013;  Garden-Fresh,	Reduced Fat Cole Slaw,	4/5 lb.,		0 11596 53500 5,	12/6/2013 - 12/14/2013;"
F-1527-2104,"Bueno GC Strip Hot 2-12.5# Z, Product Item Number 1072-4. Packaged in double-poly bags."
F-1389-2014,"Low salt, vacuum packaged, Hot Smoked Halibut was sold under brand Clippership. No product labeling was provided."
F-0510-2015,"GOLDEN LION brand DRIED ZIZIPHUS JUJUBA MILL (DRIED DATES), NET WT. 12 oz (340 g), UPC 7 34765 04008 6 -- PRODUCT OF CHINA -- PACKED FOR AND EXCLUSIVELY DISTRIBUTED BY: BLOOMING IMPORT INC. 45 BOWNE STREET BROOKLYN, N.Y. 11231 ---  The product is packaged in a sealed flexible plastic bag.  --- Nutrition Facts: Serving Size: 1.4 oz.  Serving Per Container: 8.5"
